founded_at,funding_rounds,funding_total_usd,milestones,lat,lng,relationships,status
2010,5.0,125371133.0,1.0,45.523062200000005,-122.6764815,1.0,1
2007,5.0,125371133.0,1.0,48.885308,-114.94084209999998,1.0,1
2006,5.0,125371133.0,1.0,34.01945429999999,-118.4911912,5.0,1
2006,5.0,125371133.0,1.0,37.4418834,-122.1430195,4.0,1
2008,5.0,125371133.0,1.0,17.385044,78.486671,4.0,1
1997,5.0,125371133.0,1.0,34.0922335,-117.435048,4.0,1
1980,5.0,125371133.0,1.0,20.7644275,-156.44500630000002,1.0,1
2009,5.0,125371133.0,1.0,35.7795897,-78.6381787,2.0,1
2007,5.0,125371133.0,3.0,42.3600825,-71.0588801,10.0,1
2006,5.0,125371133.0,2.0,35.2270869,-80.8431267,4.0,1
2007,5.0,125371133.0,1.0,33.7489954,-84.3879824,2.0,1
1999,5.0,125371133.0,1.0,40.439483200000005,-79.9639145,1.0,1
2004,5.0,125371133.0,1.0,33.835849200000006,-118.3406288,3.0,1
1998,5.0,125371133.0,1.0,37.7749295,-122.4194155,9.0,2
2011,5.0,125371133.0,2.0,47.76095,-122.2055884,1.0,1
1995,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,2
2001,5.0,125371133.0,1.0,37.4418834,-122.1430195,2.0,2
2009,5.0,125371133.0,1.0,37.5407246,-77.4360481,1.0,1
2009,5.0,125371133.0,1.0,47.6062095,-122.33207079999998,4.0,1
2009,5.0,125371133.0,1.0,29.7604267,-95.3698028,4.0,1
1985,5.0,125371133.0,3.0,41.8781136,-87.62979820000001,26.0,2
2007,5.0,125371133.0,2.0,40.2968979,-111.69464750000002,2.0,1
2008,5.0,125371133.0,1.0,36.797284000000005,-119.853706,2.0,1
2001,5.0,125371133.0,1.0,22.396428,114.109497,2.0,1
2006,5.0,125371133.0,1.0,38.9082124,-77.04514559999998,1.0,1
2007,5.0,125371133.0,1.0,60.16985570000001,24.9383791,3.0,3
2002,5.0,125371133.0,1.0,42.5256563,-71.09528909999999,8.0,1
2008,5.0,125371133.0,2.0,48.856614,2.3522218999999995,2.0,1
2007,5.0,125371133.0,1.0,50.8719066,4.2500012,3.0,1
2004,5.0,125371133.0,1.0,51.602396,-0.6442409,4.0,1
2008,5.0,125371133.0,1.0,48.856614,2.3522218999999995,4.0,1
2006,5.0,125371133.0,1.0,12.9715987,77.5945627,2.0,1
2005,5.0,125371133.0,1.0,41.0082376,28.9783589,4.0,1
2003,5.0,125371133.0,1.0,28.459496500000004,77.02663829999999,2.0,1
2007,5.0,125371133.0,2.0,45.523062200000005,-122.6764815,1.0,2
2006,5.0,125371133.0,1.0,45.4642035,9.189982,1.0,1
2004,5.0,125371133.0,1.0,50.81787,-0.372882,2.0,1
2003,4.0,39790000.0,1.0,35.408337200000005,-78.7394297,3.0,1
2001,5.0,125371133.0,1.0,33.494170399999994,-111.9260519,3.0,1
2007,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,4.0,3
2010,5.0,125371133.0,1.0,31.932111,34.801327,3.0,1
2008,5.0,125371133.0,1.0,39.5807452,-104.8771726,1.0,1
2008,5.0,125371133.0,1.0,37.7749295,-122.4194155,1.0,1
2008,5.0,125371133.0,1.0,33.0145673,-97.0969552,4.0,1
1994,5.0,125371133.0,1.0,33.884736100000005,-118.4109089,1.0,1
2001,5.0,125371133.0,1.0,25.0114095,121.4618415,2.0,1
1999,5.0,125371133.0,1.0,17.385044,78.486671,4.0,1
2008,5.0,125371133.0,1.0,51.0543422,3.7174242999999993,5.0,1
2008,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,3.0,1
2005,5.0,125371133.0,1.0,51.4969802,11.968802900000002,4.0,1
2012,5.0,125371133.0,1.0,22.396428,114.109497,1.0,1
2008,5.0,125371133.0,1.0,53.3206882,-6.2791728,4.0,1
2007,5.0,125371133.0,1.0,47.6101497,-122.2015159,6.0,1
2001,5.0,125371133.0,1.0,39.9525839,-75.1652215,4.0,1
1996,5.0,125371133.0,1.0,52.3702157,4.895167900000001,1.0,1
2005,5.0,125371133.0,1.0,26.7153424,-80.0533746,4.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,1.0,1
2004,5.0,125371133.0,1.0,28.5217717,-81.4634578,1.0,1
2010,5.0,125371133.0,1.0,40.6781784,-73.94415790000001,4.0,1
1999,5.0,125371133.0,2.0,51.0432117,3.7592682,2.0,1
2011,5.0,125371133.0,1.0,51.454513,-2.58791,1.0,1
2000,5.0,125371133.0,1.0,60.4518126,22.2666302,2.0,1
2006,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,1.0,1
2007,5.0,125371133.0,1.0,36.7682088,-76.2874927,1.0,1
2006,5.0,125371133.0,1.0,38.720489,35.482597,4.0,1
2008,5.0,125371133.0,1.0,25.7616798,-80.1917902,2.0,1
1997,5.0,125371133.0,1.0,32.8213143,-96.7855344,2.0,1
2002,5.0,125371133.0,1.0,47.6062095,-122.33207079999998,4.0,1
2001,8.0,91953325.0,2.0,42.5584218,-71.2689461,17.0,1
2006,5.0,125371133.0,1.0,55.864237,-4.251806,4.0,2
2001,5.0,125371133.0,1.0,44.977753,-93.2650108,3.0,1
1996,5.0,125371133.0,1.0,52.5200066,13.404954,5.0,1
2003,5.0,125371133.0,1.0,-6.1683295,106.7588494,4.0,1
2004,5.0,125371133.0,1.0,28.6139391,77.20902120000001,4.0,1
2007,5.0,125371133.0,1.0,37.9838096,23.7275388,4.0,1
1981,5.0,125371133.0,1.0,31.8087678,-85.969951,4.0,1
2004,5.0,125371133.0,1.0,-37.8136276,144.96305759999998,1.0,1
2003,5.0,125371133.0,1.0,44.977753,-93.2650108,2.0,1
2007,5.0,125371133.0,1.0,43.083130100000005,-73.7845651,1.0,1
2009,5.0,125371133.0,2.0,40.812017100000006,-74.1243063,2.0,1
2002,5.0,125371133.0,1.0,37.7749295,-122.4194155,3.0,1
1998,5.0,125371133.0,1.0,32.715738,-117.1610838,3.0,1
2007,5.0,125371133.0,1.0,48.856614,2.3522218999999995,4.0,1
2006,5.0,125371133.0,1.0,30.267153000000004,-97.7430608,4.0,1
2007,5.0,125371133.0,2.0,45.7488716,21.2086793,4.0,1
1987,5.0,125371133.0,1.0,41.8500302,-87.9645077,4.0,1
2004,5.0,125371133.0,1.0,28.5383355,-81.3792365,3.0,1
2004,5.0,125371133.0,1.0,13.0826802,80.2707184,1.0,1
2008,5.0,125371133.0,1.0,52.07049779999999,4.300699900000001,1.0,1
2008,5.0,125371133.0,1.0,41.3850639,2.1734035,2.0,1
2006,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,3.0,1
2000,5.0,125371133.0,1.0,40.4406248,-79.9958864,4.0,1
2011,5.0,125371133.0,1.0,45.5016889,-73.567256,2.0,1
2004,5.0,125371133.0,3.0,51.5073509,-0.1277583,4.0,1
2010,5.0,125371133.0,1.0,35.2270869,-80.8431267,2.0,1
1999,5.0,125371133.0,1.0,35.6894875,139.69170640000002,1.0,1
1995,5.0,125371133.0,1.0,56.117841000000006,10.205642999999998,4.0,2
2008,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,4.0,1
2010,5.0,125371133.0,1.0,27.950575,-82.4571776,4.0,1
2000,5.0,125371133.0,1.0,33.3942655,-104.5230242,4.0,1
1999,5.0,125371133.0,1.0,40.7127753,-74.0059728,13.0,1
2003,5.0,125371133.0,1.0,32.715738,-117.1610838,2.0,1
2008,5.0,125371133.0,1.0,33.916475,-117.9002918,4.0,1
2008,5.0,125371133.0,1.0,3.139003,101.686855,2.0,1
2008,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,1
2001,5.0,125371133.0,1.0,37.7749295,-122.4194155,1.0,1
2008,5.0,125371133.0,1.0,45.523062200000005,-122.6764815,2.0,1
2006,5.0,125371133.0,1.0,22.7195687,75.8577258,2.0,1
1984,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
2011,5.0,125371133.0,1.0,43.440076,3.14372,1.0,1
2007,5.0,125371133.0,1.0,12.9715987,77.5945627,5.0,2
2008,5.0,125371133.0,1.0,34.7375965,135.34156430000002,1.0,1
2005,5.0,125371133.0,1.0,23.2156354,72.6369415,4.0,1
2005,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
2001,9.0,50403882.0,3.0,38.6270025,-90.1994042,14.0,1
2001,5.0,125371133.0,1.0,55.6760968,12.568337199999998,36.0,1
1998,5.0,125371133.0,2.0,51.5073509,-0.1277583,4.0,1
2006,6.0,69800000.0,7.0,37.3860517,-122.0838511,18.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2011,5.0,125371133.0,1.0,30.267153000000004,-97.7430608,2.0,1
2003,5.0,125371133.0,1.0,42.975268,-72.52172370000001,3.0,1
2008,5.0,125371133.0,1.0,47.497912,19.040235,2.0,1
2005,5.0,125371133.0,1.0,50.3013477,10.4662774,4.0,1
2006,8.0,1160166511.0,6.0,37.7749295,-122.4194155,162.0,4
2006,5.0,125371133.0,3.0,34.0522342,-118.24368490000002,2.0,3
2005,5.0,125371133.0,1.0,55.794614,12.461796,1.0,1
2008,5.0,125371133.0,3.0,33.6845673,-117.82650490000002,3.0,1
2006,5.0,125371133.0,2.0,41.2799027,-72.8141185,4.0,1
2011,5.0,125371133.0,1.0,45.7929293,9.4133265,4.0,1
2006,5.0,125371133.0,1.0,12.9715987,77.5945627,6.0,1
2011,5.0,125371133.0,1.0,40.6781784,-73.94415790000001,3.0,1
1980,5.0,125371133.0,2.0,37.548269700000006,-121.9885719,51.0,4
2005,5.0,125371133.0,1.0,37.7749295,-122.4194155,4.0,1
2005,5.0,125371133.0,1.0,37.36883,-122.0363496,6.0,2
2008,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,1.0,1
2003,5.0,125371133.0,1.0,49.284910700000005,-122.8677562,1.0,1
1957,5.0,125371133.0,1.0,38.6270025,-90.1994042,1.0,1
2007,5.0,125371133.0,1.0,32.715738,-117.1610838,2.0,1
2007,5.0,125371133.0,2.0,52.5200066,13.404954,2.0,1
2009,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2006,5.0,125371133.0,1.0,52.5200066,13.404954,6.0,2
1992,5.0,125371133.0,1.0,40.2798274,-75.2993417,4.0,1
2011,5.0,125371133.0,1.0,52.95478320000001,-1.1581086,6.0,1
2003,5.0,125371133.0,1.0,55.883514,12.5049241,5.0,1
2005,5.0,125371133.0,2.0,47.6062095,-122.33207079999998,1.0,1
2006,5.0,125371133.0,2.0,40.7127753,-74.0059728,7.0,2
2011,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,4.0,1
2003,5.0,125371133.0,1.0,36.7098335,-81.97734820000001,2.0,1
1997,5.0,125371133.0,1.0,28.9651694,-13.5550363,4.0,1
2003,5.0,125371133.0,5.0,30.274084,120.15507,21.0,1
2007,5.0,125371133.0,1.0,34.0736204,-118.4003563,7.0,1
2001,5.0,125371133.0,2.0,32.715738,-117.1610838,1.0,1
2006,5.0,125371133.0,1.0,45.42152960000001,-75.69719309999999,1.0,1
2005,4.0,49860000.0,3.0,37.3541079,-121.9552356,13.0,1
2005,5.0,125371133.0,1.0,40.4539828,-75.8179764,3.0,1
2008,5.0,125371133.0,1.0,55.6760968,12.568337199999998,4.0,3
1999,5.0,125371133.0,1.0,34.1425078,-118.255075,4.0,1
2004,5.0,125371133.0,3.0,30.274084,120.15507,24.0,1
2008,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,1
2007,5.0,125371133.0,1.0,52.5200066,13.404954,2.0,1
2007,5.0,125371133.0,1.0,-37.8136276,144.96305759999998,2.0,1
1998,5.0,125371133.0,1.0,32.7554883,-97.3307658,3.0,2
1994,5.0,125371133.0,1.0,38.8813958,-94.8191285,1.0,1
2006,5.0,125371133.0,1.0,36.9741171,-122.0307963,5.0,1
1996,5.0,125371133.0,1.0,45.5870631,-122.3995363,2.0,1
2005,8.0,211403000.0,2.0,37.3382082,-121.88632859999998,6.0,3
1997,5.0,125371133.0,3.0,34.1533395,-118.7616764,9.0,1
1986,5.0,125371133.0,2.0,47.76095,-122.2055884,3.0,2
1991,5.0,125371133.0,1.0,22.543096,114.057865,4.0,1
1999,5.0,125371133.0,1.0,55.6760968,12.568337199999998,2.0,1
2000,5.0,125371133.0,2.0,47.6062095,-122.33207079999998,3.0,1
2002,5.0,125371133.0,1.0,50.9097004,-1.4043508999999998,1.0,1
1975,5.0,125371133.0,3.0,-37.8136276,144.96305759999998,16.0,1
2002,5.0,125371133.0,1.0,43.653226,-79.3831843,1.0,1
2004,4.0,30000000.0,2.0,47.6062095,-122.33207079999998,7.0,3
2004,5.0,125371133.0,1.0,-33.9248685,18.424055300000003,3.0,1
2007,5.0,125371133.0,1.0,60.16985570000001,24.9383791,2.0,1
2007,5.0,125371133.0,1.0,37.3382082,-121.88632859999998,1.0,1
2011,5.0,125371133.0,1.0,47.6162683,-122.0355736,2.0,1
2005,5.0,125371133.0,1.0,39.9333635,32.8597419,5.0,1
2005,5.0,40300000.0,1.0,37.3860517,-122.0838511,7.0,1
2004,5.0,125371133.0,1.0,40.1164204,-88.2433829,6.0,1
2007,5.0,125371133.0,1.0,25.7616798,-80.1917902,2.0,1
2005,5.0,125371133.0,1.0,39.768403,-86.158068,4.0,1
2011,5.0,125371133.0,1.0,4.815554,7.0498442,4.0,1
2011,5.0,125371133.0,1.0,41.46011,2.0543668,1.0,1
1999,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,4.0,1
2007,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,4.0,1
2008,5.0,125371133.0,1.0,51.9244201,4.4777326,3.0,1
2002,5.0,125371133.0,1.0,30.6942091,76.86056500000001,4.0,1
2008,5.0,125371133.0,1.0,44.3893556,-79.6903316,1.0,1
2006,5.0,125371133.0,1.0,56.210434,15.2760229,1.0,1
2008,5.0,125371133.0,1.0,35.6894875,139.69170640000002,1.0,1
2007,5.0,125371133.0,1.0,37.7749295,-122.4194155,1.0,1
1998,5.0,125371133.0,2.0,34.0900091,-118.3617443,16.0,2
2005,5.0,125371133.0,1.0,45.79681,4.842426000000001,9.0,1
2007,5.0,125371133.0,1.0,29.9012437,-81.31243409999999,4.0,1
2007,5.0,125371133.0,1.0,45.5016889,-73.567256,2.0,2
2006,5.0,125371133.0,1.0,-33.8688197,151.2092955,1.0,1
2010,5.0,125371133.0,2.0,36.7098335,-81.97734820000001,1.0,1
2000,7.0,238209999.0,3.0,39.768403,-86.158068,29.0,2
1995,5.0,125371133.0,1.0,39.768403,-86.158068,3.0,1
1985,5.0,125371133.0,2.0,42.4906231,-71.27600890000001,14.0,4
1948,5.0,125371133.0,1.0,42.3600825,-71.0588801,2.0,1
2007,5.0,125371133.0,1.0,42.3875968,-71.0994968,7.0,1
2007,5.0,125371133.0,2.0,40.7127753,-74.0059728,2.0,1
2008,5.0,125371133.0,1.0,35.408337200000005,-78.7394297,4.0,1
2001,5.0,125371133.0,1.0,47.6062095,-122.33207079999998,4.0,1
1990,5.0,125371133.0,1.0,35.2270869,-80.8431267,4.0,1
1992,5.0,125371133.0,1.0,47.6062095,-122.33207079999998,3.0,1
2001,5.0,125371133.0,1.0,30.0444196,31.235711600000005,2.0,1
2010,5.0,125371133.0,1.0,40.564978100000005,-111.8389726,2.0,1
2007,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
2010,5.0,125371133.0,1.0,25.7616798,-80.1917902,1.0,1
2008,5.0,125371133.0,1.0,29.9510658,-90.0715323,1.0,1
1954,5.0,125371133.0,2.0,37.7749295,-122.4194155,3.0,1
2007,5.0,125371133.0,1.0,52.205337,0.121817,4.0,1
2007,5.0,125371133.0,1.0,47.6768927,-122.2059833,4.0,1
2000,5.0,125371133.0,1.0,47.3124347,8.527045900000001,1.0,1
2006,5.0,125371133.0,1.0,37.7249296,-122.1560768,2.0,1
2007,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,3.0,1
2007,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,3.0,1
2008,5.0,125371133.0,1.0,38.7430645,-94.8255166,1.0,1
2011,5.0,125371133.0,1.0,39.9829946,-104.8003438,1.0,1
2006,7.0,29915001.0,5.0,40.7127753,-74.0059728,18.0,2
2008,5.0,125371133.0,1.0,19.0759837,72.87765590000001,2.0,1
2008,5.0,125371133.0,2.0,37.36883,-122.0363496,5.0,2
2001,5.0,125371133.0,1.0,40.7127753,-74.0059728,2.0,1
2008,5.0,125371133.0,1.0,44.977753,-93.2650108,1.0,1
2007,5.0,125371133.0,1.0,33.7454725,-117.867653,5.0,1
2001,5.0,125371133.0,1.0,33.494170399999994,-111.9260519,4.0,3
2005,5.0,125371133.0,1.0,-31.2532183,146.921099,2.0,1
1999,5.0,125371133.0,1.0,36.1626638,-86.78160159999999,4.0,2
1970,5.0,125371133.0,1.0,33.4255104,-111.9400054,4.0,1
2008,5.0,125371133.0,1.0,40.7127753,-74.0059728,7.0,1
2003,5.0,125371133.0,1.0,40.7127753,-74.0059728,1.0,1
2008,5.0,125371133.0,1.0,37.562991700000005,-122.3255254,5.0,1
1996,5.0,125371133.0,1.0,40.851774600000006,14.2681244,2.0,1
2003,5.0,125371133.0,1.0,42.4906231,-71.27600890000001,4.0,1
2008,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,4.0,3
2008,5.0,141000000.0,3.0,37.4418834,-122.1430195,30.0,1
2012,5.0,125371133.0,2.0,32.7766642,-96.7969879,2.0,1
2005,5.0,125371133.0,1.0,40.2362236,-74.0006925,4.0,1
2006,5.0,125371133.0,1.0,-37.8136276,144.96305759999998,2.0,1
2008,4.0,59500000.0,3.0,37.7749295,-122.4194155,16.0,1
1993,5.0,125371133.0,1.0,26.9297836,-82.0453664,4.0,1
2010,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2000,5.0,125371133.0,2.0,13.0826802,80.2707184,4.0,1
2008,5.0,125371133.0,1.0,41.0082376,28.9783589,1.0,1
2005,5.0,125371133.0,3.0,47.7510741,-120.7401385,22.0,1
2007,5.0,125371133.0,2.0,30.1635028,-96.3777832,3.0,1
2007,5.0,125371133.0,1.0,28.6691565,77.45375779999999,2.0,1
2006,5.0,125371133.0,1.0,50.0782184,8.239760799999999,1.0,1
2000,5.0,125371133.0,2.0,52.205337,0.121817,5.0,2
2008,7.0,34379578.0,3.0,37.7749295,-122.4194155,18.0,1
2011,5.0,125371133.0,3.0,47.6062095,-122.33207079999998,4.0,1
2007,5.0,125371133.0,1.0,30.274084,120.15507,1.0,1
2007,5.0,125371133.0,1.0,-34.6036844,-58.3815591,2.0,1
2000,5.0,125371133.0,1.0,43.6187102,-116.2146068,34.0,1
2004,6.0,107100000.0,3.0,37.4418834,-122.1430195,24.0,1
1983,5.0,125371133.0,1.0,54.9966124,-7.308574799999999,1.0,1
2011,5.0,125371133.0,1.0,35.2270869,-80.8431267,4.0,1
2001,5.0,125371133.0,1.0,40.7895453,-74.05652979999999,4.0,1
2008,5.0,125371133.0,3.0,42.3600825,-71.0588801,2.0,1
2011,5.0,125371133.0,1.0,45.7488716,21.2086793,4.0,1
2006,4.0,33000000.0,5.0,33.7489954,-84.3879824,26.0,2
2008,5.0,125371133.0,3.0,37.4529598,-122.1817252,2.0,3
1990,5.0,125371133.0,1.0,42.1275267,-87.82895479999999,4.0,1
1998,5.0,125371133.0,1.0,42.5835951,-82.8293423,1.0,1
2007,5.0,125371133.0,1.0,-41.2864603,174.776236,2.0,1
2006,13.0,789039992.0,3.0,37.562991700000005,-122.3255254,19.0,4
2010,5.0,125371133.0,2.0,52.3702157,4.895167900000001,11.0,2
1999,5.0,125371133.0,1.0,13.0826802,80.2707184,1.0,1
2004,5.0,125371133.0,1.0,51.5073509,-0.1277583,6.0,1
2008,5.0,125371133.0,1.0,14.681887699999995,77.6005911,4.0,1
1998,5.0,125371133.0,2.0,33.853626899999995,-118.1339563,12.0,2
2011,5.0,125371133.0,1.0,26.9124336,75.78727090000001,2.0,1
2009,5.0,125371133.0,1.0,33.7748275,-84.2963123,1.0,1
2008,5.0,125371133.0,1.0,35.7795897,-78.6381787,2.0,1
2007,5.0,125371133.0,1.0,12.9715987,77.5945627,1.0,1
2010,5.0,125371133.0,1.0,51.5073509,-0.1277583,1.0,1
2003,5.0,125371133.0,5.0,37.3541079,-121.9552356,4.0,2
1995,5.0,125371133.0,1.0,47.4703344,19.0597803,6.0,1
2004,5.0,125371133.0,1.0,6.927078599999999,79.861243,1.0,1
2003,5.0,125371133.0,1.0,36.721273700000005,-4.4213988,2.0,1
2011,5.0,125371133.0,1.0,40.7127753,-74.0059728,5.0,1
2000,5.0,125371133.0,1.0,42.790068,-86.1042,4.0,1
1955,5.0,125371133.0,1.0,41.5731442,-87.7932939,4.0,1
2001,5.0,125371133.0,1.0,38.8338816,-104.8213634,5.0,1
1976,5.0,125371133.0,2.0,32.948333500000004,-96.7298519,6.0,4
2000,5.0,125371133.0,1.0,33.884736100000005,-118.4109089,4.0,1
2000,5.0,125371133.0,1.0,53.34980529999999,-6.2603097000000005,4.0,2
1991,5.0,125371133.0,1.0,29.7604267,-95.3698028,12.0,2
2006,5.0,125371133.0,3.0,50.9097004,-1.4043508999999998,2.0,1
1995,5.0,125371133.0,1.0,40.7127753,-74.0059728,34.0,2
1999,5.0,125371133.0,1.0,32.0852999,34.7817676,1.0,1
2011,5.0,125371133.0,1.0,34.243068,-118.60497,4.0,1
2010,5.0,125371133.0,1.0,38.3679417,43.7182787,4.0,1
2001,5.0,125371133.0,1.0,33.6845673,-117.82650490000002,1.0,1
1997,5.0,125371133.0,1.0,51.5073509,-0.1277583,4.0,2
2011,5.0,125371133.0,1.0,40.5849232,-79.7209802,1.0,1
2010,5.0,125371133.0,1.0,-23.5505199,-46.6333094,3.0,1
2008,5.0,125371133.0,1.0,48.119472,-1.602923,4.0,1
1996,5.0,125371133.0,1.0,37.6688205,-122.0807964,4.0,1
2005,5.0,125371133.0,3.0,45.5016889,-73.567256,2.0,1
2008,5.0,125371133.0,1.0,27.950575,-82.4571776,1.0,1
2004,5.0,125371133.0,1.0,52.15145820000001,-2.9378762000000003,1.0,1
1974,5.0,125371133.0,4.0,47.6739881,-122.121512,1189.0,4
1996,5.0,125371133.0,1.0,39.7392358,-104.990251,4.0,2
2011,5.0,125371133.0,2.0,37.7749295,-122.4194155,2.0,1
2000,5.0,125371133.0,2.0,47.6101497,-122.2015159,5.0,2
2006,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,4.0,1
2001,5.0,125371133.0,1.0,41.775305,-87.64164190000001,1.0,1
2011,5.0,125371133.0,1.0,29.0258191,-80.9269984,1.0,1
2002,5.0,125371133.0,1.0,34.190162,-118.1313188,6.0,1
2000,5.0,125371133.0,1.0,42.3600825,-71.0588801,9.0,1
2006,5.0,125371133.0,1.0,38.9284816,-77.0718248,4.0,1
2006,5.0,125371133.0,2.0,28.459496500000004,77.02663829999999,4.0,1
1998,5.0,125371133.0,1.0,32.8031004,130.70789109999998,1.0,1
2007,5.0,125371133.0,1.0,40.7127753,-74.0059728,4.0,1
2000,5.0,125371133.0,1.0,41.8781136,-87.62979820000001,4.0,1
2001,5.0,125371133.0,2.0,29.7604267,-95.3698028,5.0,4
1986,5.0,125371133.0,1.0,29.5377315,-95.1182645,2.0,1
2007,5.0,125371133.0,1.0,39.0839973,-77.1527578,4.0,1
2005,5.0,125371133.0,1.0,47.6062095,-122.33207079999998,15.0,1
1981,5.0,125371133.0,3.0,29.7604267,-95.3698028,31.0,1
1976,5.0,125371133.0,1.0,32.7766642,-96.7969879,10.0,1
2001,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,1.0,1
2004,5.0,125371133.0,1.0,38.95170529999999,-92.3340724,2.0,2
1986,5.0,125371133.0,1.0,47.6739881,-122.121512,1.0,2
2006,5.0,125371133.0,1.0,40.800656700000005,-73.7284647,3.0,1
2008,5.0,125371133.0,1.0,39.8623103,-74.8057734,2.0,1
2008,5.0,125371133.0,1.0,40.7127753,-74.0059728,3.0,1
2006,5.0,125371133.0,2.0,41.0082376,28.9783589,7.0,1
2004,5.0,125371133.0,1.0,38.933867600000006,-77.17726040000001,6.0,1
2006,6.0,36982000.0,4.0,40.7127753,-74.0059728,21.0,4
2007,5.0,125371133.0,1.0,33.7489954,-84.3879824,2.0,1
2008,5.0,125371133.0,1.0,43.653226,-79.3831843,4.0,1
2008,5.0,125371133.0,1.0,57.149717,-2.094278,2.0,1
2008,5.0,125371133.0,1.0,38.7222524,-9.1393366,2.0,1
1986,5.0,125371133.0,1.0,45.0703393,7.686864,29.0,1
2008,5.0,125371133.0,1.0,54.3232927,10.1227651,1.0,1
2007,5.0,125371133.0,1.0,50.8503463,4.3517211,4.0,1
2006,5.0,125371133.0,1.0,35.2270869,-80.8431267,1.0,1
2008,5.0,125371133.0,1.0,49.282729100000005,-123.1207375,1.0,3
2006,5.0,125371133.0,1.0,48.856614,2.3522218999999995,3.0,1
2006,5.0,125371133.0,2.0,41.8781136,-87.62979820000001,2.0,1
1997,5.0,125371133.0,1.0,51.5927934,-0.3348638,4.0,1
2008,5.0,125371133.0,1.0,33.246780699999995,-84.26409040000001,4.0,1
2007,5.0,125371133.0,1.0,44.97413,-93.5066217,4.0,1
1993,5.0,125371133.0,1.0,52.205337,0.121817,1.0,1
2000,5.0,125371133.0,1.0,17.385044,78.486671,4.0,1
2008,5.0,125371133.0,1.0,51.825366,-3.019423,4.0,1
2011,5.0,125371133.0,2.0,51.5073509,-0.1277583,4.0,1
2007,5.0,125371133.0,1.0,43.653226,-79.3831843,2.0,1
1993,5.0,125371133.0,3.0,38.933867600000006,-77.17726040000001,6.0,2
2011,5.0,125371133.0,1.0,9.9312328,76.26730409999999,4.0,1
2010,5.0,125371133.0,1.0,26.1224386,-80.13731740000001,4.0,1
1989,5.0,125371133.0,1.0,33.1031744,-96.6705503,3.0,1
2007,5.0,125371133.0,1.0,28.6988853,-81.30812259999999,1.0,1
2006,5.0,125371133.0,1.0,34.0522342,-118.24368490000002,1.0,1
1901,5.0,125371133.0,1.0,38.6270025,-90.1994042,1.0,1
1996,5.0,125371133.0,2.0,25.7616798,-80.1917902,1.0,2
1998,5.0,125371133.0,1.0,40.7127753,-74.0059728,1.0,1
2011,5.0,125371133.0,1.0,53.2193835,6.566501700000001,4.0,1
2007,5.0,125371133.0,3.0,40.8257625,-96.6851982,2.0,1
2011,5.0,125371133.0,1.0,18.4334704,-64.6332782,4.0,1
1994,5.0,125371133.0,1.0,32.814017699999994,-96.9488945,2.0,1
2010,5.0,125371133.0,1.0,32.715738,-117.1610838,2.0,1
2000,5.0,125371133.0,1.0,39.9041999,116.4073963,27.0,1
2011,5.0,125371133.0,1.0,51.5073509,-0.1277583,2.0,1
2006,5.0,125371133.0,1.0,25.7616798,-80.1917902,1.0,1
2003,5.0,125371133.0,1.0,25.7616798,-80.1917902,4.0,1
2008,5.0,125371133.0,1.0,50.937531,6.9602786,26.0,1
2008,5.0,125371133.0,1.0,34.208254,-118.6058609,2.0,1
2003,5.0,125371133.0,1.0,40.793432200000005,-73.4151214,4.0,1
1997,5.0,125371133.0,1.0,51.23622,-0.570409,4.0,2
2000,5.0,125371133.0,1.0,37.36883,-122.0363496,1.0,1
2009,5.0,125371133.0,1.0,35.7795897,-78.6381787,3.0,1
1999,4.0,32000000.0,4.0,37.3541079,-121.9552356,12.0,2
2008,5.0,125371133.0,1.0,48.856614,2.3522218999999995,2.0,1
2002,5.0,125371133.0,1.0,41.4399149,1.8672009,1.0,1
2005,4.0,46500000.0,3.0,53.34980529999999,-6.2603097000000005,15.0,1
2001,5.0,125371133.0,1.0,47.6101497,-122.2015159,2.0,1
2004,5.0,125371133.0,1.0,40.7127753,-74.0059728,3.0,2
